TrialID,BaselineMeasures,ZeroShot,OneShot,TwoShot,ThreeShot
NCT01362790,"Age, Categorical, Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Count of Participants with a Peritoneum and Pleural Tumor Site, ","Age, gender, race/ethnicity, performance status (ECOG), histological type of mesothelioma (epithelial, biphasic), percentage of sarcomatoid component in biphasic tumors, mesothelin expression level, prior chemotherapy regimens, prior targeted therapy (for lung adenocarcinoma cohort), presence of measurable disease, lesion size, total bilirubin level, leukocyte count, absolute neutrophil count, hemoglobin level, platelet count, AST/ALT levels, creatinine level or creatinine clearance, history of major surgery, radiation therapy, chemotherapy, biologic therapy, hormonal therapy, history of allergic reactions to similar compounds, history of invasive malignancy, HIV status, Hepatitis B and C status, serum neutralization antibody assay results, pregnancy status, contraception use, ability to comply with study requirements","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Performance Status (ECOG), Histology of Tumor, Mesothelin Expression Level, Number of Prior Chemotherapy Regimens, Type of Prior Chemotherapy, Total Bilirubin, Continuous, AST/ALT Ratio, Continuous, Creatinine Clearance, Continuous, Presence of Brain Metastases, Disease Stage, Measurable Disease, Continuous","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Performance status (ECOG), Histology of tumor: Epithelial, Biphasic (with ≤50% sarcomatoid component), Mesothelin expression in tumor, Continuous, Prior chemotherapy regimens, Number, Total Bilirubin, Continuous, AST/ALT ratio, Continuous, Creatinine or Creatinine Clearance, Continuous, Hemoglobin, Continuous, Platelet count, Continuous, Leukocyte count, Continuous, Absolute neutrophil count, Continuous, Disease stage at enrollment, Customized, Measurable disease, Yes/No, Prior surgical history, Yes/No, Prior radiation therapy, Yes/No, Prior immunotherapy, Yes/No, Prior hormonal therapy, Yes/No, Contraceptive use, Yes/No, Enrollment BMI, Continuous","Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Eastern Cooperative Oncology Group (ECOG) Performance Status, Disease Stage, Histology, Prior Treatment Regimens, Number, Mesothelin Expression Level, Total Bilirubin, Continuous, Aspartate Aminotransferase (AST)/Alanine Aminotransferase (ALT) Levels, Continuous, Creatinine or Creatinine Clearance, Platelet Count, Hemoglobin Level, Absolute Neutrophil Count (ANC)"
NCT00868192,"Age, Continuous, Sex: Female, Male, Region of Enrollment, Stage, Histology, Tumor grade, Pathologic diagnosis, Gynecologic Oncology Group (GOG) Performance Status, Prior number of chemotherapy regimens, Platinum-free interval, ","Age, sex, race/ethnicity, GOG performance status, histologic subtype of ovarian or primary peritoneal carcinoma, number of prior chemotherapy regimens, presence of measurable disease, size of target lesions, baseline CA-125 levels, renal function (creatinine clearance), hepatic function (bilirubin, AST, alkaline phosphatase), hematologic parameters (absolute neutrophil count, platelets), neurologic function (neuropathy grade), coagulation parameters (INR, PTT), blood pressure, history of cardiovascular disease, history of other invasive malignancies, history of abdominal fistula or gastrointestinal perforation, proteinuria status (urine protein-creatinine ratio), history of hypersensitivity to trial drugs","Age, Gender, Race/Ethnicity, GOG performance status, Histologic subtype, Number of prior chemotherapy regimens, Platinum sensitivity, Presence of measurable disease, Lesion size, Blood pressure, Creatinine clearance, Hepatic function (bilirubin, AST, alkaline phosphatase), Neuropathy grade, Coagulation parameters (PT, INR, PTT), Proteinuria, Prior therapy with bevacizumab or pemetrexed, Prior surgical history, Presence of ascites or third space fluid, History of cardiovascular disease, History of CNS disease","Age, Sex: Female, Performance status (e.g., GOG performance status), Histology of tumor, Presence of measurable disease, Number of prior chemotherapy regimens, Prior platinum-based chemotherapy, Prior taxane-based chemotherapy, Blood pressure, Creatinine clearance, Hepatic function (bilirubin, AST, alkaline phosphatase), Neuropathy (sensory and motor), Coagulation parameters (PT/INR, PTT), Proteinuria, Body mass index","Age, Continuous, Sex: Female, Performance status, Histology of tumor, Number of prior chemotherapy regimens, Presence of measurable disease, GOG performance status, Creatinine clearance, Hepatic function, Neuropathy level, Coagulation profile, Blood pressure, Proteinuria status"
NCT00112294,"Age, Continuous, Age, Customized, Sex: Female, Male, Race/Ethnicity, Customized, Eastern Cooperative Oncology Group (ECOG) Performance Status (PS), Weight, ","Age, sex, race/ethnicity, smoking history, performance status, histology of non-small cell lung cancer, stage of disease, number of metastatic sites, prior surgeries, baseline laboratory values (hemoglobin, white blood cell count, platelet count, serum creatinine, liver function tests), presence of CNS metastases, weight, height, body mass index (BMI), ECOG (Eastern Cooperative Oncology Group) performance status, presence of any comorbid conditions.","Age, Sex: Female, Male, Race (NIH/OMB), Smoking status, Performance status (e.g., ECOG), Histology of lung cancer, Stage of disease, Number of prior treatments, Presence of measurable disease, Prior radiation therapy, Prior surgery, Baseline serum tumor markers, Hemoglobin level, White blood cell count, Platelet count, Serum creatinine, Liver function tests (AST, ALT, Bilirubin), Electrolytes (Sodium, Potassium, Chloride), Albumin, Alkaline phosphatase, Lactate dehydrogenase, Eastern Cooperative Oncology Group (ECOG) performance status, Weight, Height, Body Mass Index (BMI), Presence of CNS metastases, Peripheral neuropathy grade, Concurrent medications","Age, Continuous, Sex/Gender, Customized, Race/Ethnicity, Customized, Smoking status, Pack-years of smoking, Performance status (e.g., ECOG), Tumor histology, Stage of disease, Prior surgery, Prior radiation therapy, Measurable disease, Baseline serum creatinine, Baseline liver function tests, Hemoglobin level, White blood cell count, Platelet count, Presence of CNS metastases, Baseline neuropathy grade, Use of anticonvulsants, Use of corticosteroids for CNS metastases, Contraceptive use in women of childbearing potential, Pregnancy status","Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Ethnicity (NIH/OMB), Smoking Status, Performance Status (e.g., ECOG), Tumor Histology, Stage of Disease, Prior Surgery, Prior Radiation Therapy, Weight (kg), Body Mass Index (BMI), Hemoglobin, White Blood Cell Count, Platelet Count, Serum Creatinine, Liver Function Tests (AST, ALT, Bilirubin), Albumin, Eastern Cooperative Oncology Group (ECOG) Performance Status, Presence of Measurable Disease, Presence of CNS Metastases"
NCT00258674,"Age, Categorical, Age, Continuous, Sex: Female, Male, number of patients with HbA1c <9 percent, Number of patients with LDL cholesterol <100mg/dL, Number of patients with blood pressure <130/80 mmHg, Mean HbA1c level, mean LDL level, mean diastolic blood pressure, mean systolic blood pressure, number of patients with annual HbA1c assessment (as determined from medical record review), Number of patients with an annual lipid assessment (as determined from medical record review), Number of patients with annual blood pressure assessment (as determined from medical record review), Number of patients with an annual eye exam (as determined from medical record review), Number of patients with an annual foot exam (as determined from medical record review), Number of patients with annual renal function test (as determined from medical record review), Number of patients with annual HbA1c assessment (as determined from Medicare claims data), Number of patients with an annual eye exam (as determined from Medicare claims data), Number of patients with an annual lipid assessment (as determined from Medicare claims data), Number of patients with a semi-annual HbA1c assessment (as determined form Medicare claims data), ","Age, gender, race/ethnicity, duration of diabetes mellitus, baseline HbA1c levels, baseline LDL levels, baseline blood pressure, history of cardiovascular disease, current diabetes medications, body mass index (BMI), smoking status, history of diabetes-related complications, Medicare insurance plan type, number of diabetes-related visits in the past year, residency status in Texas.","Age, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), State of Residence, Duration of Diabetes, Height, Weight, Body Mass Index, Systolic Blood Pressure, Diastolic Blood Pressure, Hemoglobin A1c, Low-Density Lipoprotein (LDL) Cholesterol, Medicare Insurance Status","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Duration of Diabetes, Height, Weight, Body Mass Index, Systolic Blood Pressure, Diastolic Blood Pressure, HbA1c Level, LDL Cholesterol, Blood Pressure","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Duration of Diabetes, Hemoglobin A1c, LDL Cholesterol, Systolic Blood Pressure, Diastolic Blood Pressure, Body Mass Index, Insurance Type: Medicare"
NCT03887299,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Region of Enrollment, Medical Condition, Delivery complications, Vertical Skin incision, Skin closure with staples, ","Age, BMI, gestational age at delivery, previous cesarean deliveries, comorbidities (e.g., diabetes, hypertension), smoking status, previous wound infections, type of cesarean delivery (planned vs. emergency), antibiotic prophylaxis received, duration of labor, duration of rupture of membranes, intraoperative blood loss, type of anesthesia used","Age, Gestational Age at Delivery, Body Mass Index (BMI) at Admission, Previous Cesarean Deliveries, Pre-existing Medical Conditions, Baseline Wound Status, History of Wound Infections, History of Diabetes Mellitus, Smoking Status, Use of Steroids for Lung Maturity, Baseline Hemoglobin/Hematocrit","Age, Gestational Age at Delivery, Pre-pregnancy Weight, Pre-pregnancy Body Mass Index, Admission Body Mass Index, Previous Cesarean Deliveries, Comorbid Conditions (e.g., Diabetes, Hypertension), Smoking Status, Ethnicity, Race","Age, Continuous, Sex: Female, Gestational Age at Delivery, Body Mass Index, Previous Cesarean Delivery, Incision Type, Presence of Diabetes (Type 1, Type 2, Gestational), Hypertension (Chronic, Gestational), Intraoperative Antibiotic Prophylaxis, Estimated Blood Loss"
NCT01329939,"Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Height (cm), Weight (kg), BMI, ","Age, gender, body mass index (BMI), baseline asthma severity, baseline ACT scores, history of asthma, duration of asthma diagnosis, current asthma medications, frequency of asthma exacerbations in the past year, pulmonary function test results (e.g., FEV1), markers of inflammation (e.g., eosinophil count, FeNO levels), allergic status (e.g., presence of atopic conditions), and socioeconomic status.","Age, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), BMI (Body Mass Index), Asthma Severity Level, Duration of Asthma Diagnosis, Number of Asthma Exacerbations in the Past Year, Current Asthma Medication Use, Pulmonary Function Test Results, Allergy Status, Atopic Status, ACT (Asthma Control Test) Scores","Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, BMI (Body Mass Index), Asthma Severity Level, Number of Asthma Exacerbations in the Past Year, Current Asthma Medication Use, Pulmonary Function Test Results, Asthma Control Test (ACT) Scores","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, BMI (Body Mass Index), Asthma Severity Classification, Number of Asthma Exacerbations in the Past Year, Pulmonary Function Test Results, Allergic Rhinitis Status, Atopic Dermatitis Status"
NCT05718466,"Age, Continuous, Sex: Female, Male, Race and Ethnicity Not Collected, Diagnosis, Neoadjuvant RT Dose, Neoadjuvant Chemotherapy, On-Trial Chemotherapy, ","Age, sex, performance status (e.g., Karnofsky Performance Status), tumor histology, prior treatment regimens (type and number), time since last treatment, tumor size, tumor location, presence of neurological symptoms, baseline Mini-Mental State Examination (MMSE) score, baseline diffusion-weighted imaging (DWI) parameters, baseline blood counts, baseline renal and liver function tests, baseline coagulation profile","Age, Sex: Female, Male, Performance Status (e.g., Karnofsky Performance Status), Histology of Tumor, Prior Treatment Regimens, Time from Initial Diagnosis, Tumor Location, Tumor Size, Presence of Neurological Symptoms, Use of Corticosteroids, Molecular Markers (e.g., MGMT promoter methylation status), Baseline Mini-Mental State Examination (MMSE) Score","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Karnofsky Performance Status, Tumor histology, Tumor location, Prior treatment regimens (type and number), Time from initial diagnosis, Presence of measurable disease, Baseline tumor size, Number of lesions, Use of corticosteroids, Anticonvulsant use, Mini-Mental State Examination score, Blood pressure, Hemoglobin levels, White blood cell count, Platelet count, Creatinine levels, Liver function tests (AST, ALT, bilirubin)","Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Performance Status (e.g., Karnofsky or ECOG), Tumor Histology, Prior Treatment Regimens, Baseline Neurologic Function, Baseline Tumor Size, Location of Tumor, Presence of Edema, Use of Corticosteroids, Baseline Mini-Mental State Examination (MMSE) Score"
NCT02750410,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Percentage of Hemoglobin A1c (HbA1c) at Baseline, Percentage of Participants with Insulin regimen, ","Age, sex, duration of type 2 diabetes, baseline HbA1c, fasting plasma glucose, postprandial plasma glucose, body mass index (BMI), weight, insulin regimen type, daily insulin dose, number of oral antidiabetic drugs (OADs), types of OADs, history of cardiovascular disease, renal function parameters, liver function tests, thyroid function tests","Age, Sex: Female, Male, Duration of Type 2 Diabetes, HbA1c, Body Mass Index (BMI), Weight, Height, Insulin Therapy Type, Oral Antidiabetic Drugs (OADs) Use, Blood Pressure, Lipid Profile (Total Cholesterol, LDL, HDL, Triglycerides), Renal Function Tests, Liver Function Tests","Age, Categorical, Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Duration of Type 2 Diabetes, HbA1c, Body Mass Index (BMI), Weight, Height, Baseline Insulin Regimen, Number of Oral Antidiabetic Drugs (OADs), Average Daily Dose of Insulin","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Body Mass Index (BMI), Hemoglobin A1c (HbA1c), Duration of Diabetes, Type of Insulin Regimen, Daily Insulin Dose, Oral Antidiabetic Drugs (OADs) Use, Weight, Height"
NCT03334214,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race/Ethnicity, Customized, Liver Fat Percentage (Randomized Population), Liver Fat Percentage (Per Protocol Population), ","Age, Gender, BMI, Hemoglobin A1c (HbA1c) levels, Duration of Type 2 Diabetes, Liver fat content by MRI-PDFF, History of medication use (Oral Antidiabetic Therapy), Blood pressure, Serum creatinine, Liver enzymes (ALT, AST), Lipid profile (Total cholesterol, LDL cholesterol, HDL cholesterol, Triglycerides), Thyroid-stimulating hormone (TSH), History of cardiovascular disease, Smoking status, Alcohol consumption","Age, Continuous, Sex: Female, Male, Race and Ethnicity Not Collected, Body Mass Index (BMI), Hemoglobin A1c (HbA1c), Duration of Type 2 Diabetes, Current Antidiabetic Medications, Liver Fat Content by MRI-PDFF, Fasting Plasma Glucose, Fasting Insulin, Homeostatic Model Assessment for Insulin Resistance (HOMA-IR), Lipid Profile (Total Cholesterol, LDL Cholesterol, HDL Cholesterol, Triglycerides), Liver Enzymes (ALT, AST, ALP, GGT), Platelet Count, Renal Function Tests (Creatinine, eGFR), Thyroid-Stimulating Hormone (TSH), History of Cardiovascular Disease, Blood Pressure (Systolic BP, Diastolic BP), Heart Rate","Age, Continuous, Sex: Female, Male, Race and Ethnicity (NIH/OMB), Body Mass Index (BMI), Type 2 Diabetes Mellitus Diagnosis Duration, Hemoglobin A1c (HbA1c), Fasting Plasma Glucose, Total Cholesterol, LDL Cholesterol, HDL Cholesterol, Triglycerides, Liver Fat Content by MRI-PDFF, Hepatic Enzymes (ALT, AST, ALP), Albumin, Total Bilirubin, Creatinine, Estimated Glomerular Filtration Rate (eGFR), Blood Pressure (Systolic and Diastolic), Heart Rate, Medication Use (Oral Antidiabetic Drugs, Statins, Other Cardiovascular Medications), History of Cardiovascular Disease","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Body Mass Index (BMI), Type 2 Diabetes Mellitus Diagnosis, Hemoglobin A1C (HbA1c) Level, Duration of Type 2 Diabetes, Oral Antidiabetic Therapy, Liver Fat Percentage by MRI-PDFF, Liver Enzymes (ALT, AST, ALP), Total Bilirubin, Albumin, Creatinine, Blood Urea Nitrogen (BUN), Fasting Plasma Glucose, Fasting Insulin, Insulin Resistance (HOMA-IR), Lipid Profile (Total Cholesterol, LDL, HDL, Triglycerides), Platelet Count, Coagulation Parameters (INR, aPTT), History of Cardiovascular Disease, Smoking Status"
NCT01421667,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Pathological Diagnosis, Transformed Disease from Prior Non-Hodgkin Lymphoma, Disease Stage, Bulky Disease (≥5 cm on at least one baseline index lesion), Eastern Cooperative Oncology Group Performance Status (ECOG), % CD30 Expression by Visual Immunohistochemistry (vIHC), Refractory to Frontline Therapy, Disease Status Relative to Most Recent Prior Therapy, ","Age, gender, ECOG performance status, number of prior systemic therapies, histological subtype of NHL, CD30 expression level, disease stage at baseline, presence of B symptoms, measurable disease size, prior treatment regimens, time since last treatment, lymph node involvement, extranodal involvement, serum lactate dehydrogenase (LDH) levels, hemoglobin level, white blood cell count, platelet count, presence of comorbid conditions","Age, Gender, Body Weight, Body Mass Index (BMI), Eastern Cooperative Oncology Group (ECOG) performance status, Histological subtype of lymphoma, Number of prior systemic therapies, CD30 expression level, Disease stage, Measurable disease size, Lactate dehydrogenase (LDH) levels","Age, Continuous, Gender, ECOG Performance Status, Disease Stage, Number of Prior Systemic Therapies, CD30 Expression Level, B symptoms (fever, night sweats, weight loss), Lactate dehydrogenase (LDH) level, Bulky disease status, Histological subtype, Presence of extranodal disease, Bone marrow involvement","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Region of Enrollment, Eastern Cooperative Oncology Group (ECOG) Performance Status, Number of Prior Systemic Therapies, CD30 Expression Level, Histological Subtype of Non-Hodgkin Lymphoma, Disease Stage at Enrollment, Measurable Disease Status, Lactate Dehydrogenase (LDH) Level"
NCT02846779,"Age, Continuous, Sex: Female, Male, Race and Ethnicity Not Collected, Region of Enrollment, Hemoglobin A1c, At least 1 HbA1c value available, Short or rapid-acting insulin use, Number of basal insulin claims, Use of adjunct oral hypoglycemic, Hypoglycemia, Ketoacidosis, Retinopathy, Nephropathy, Neuropathy, Coronary artery disease, Hypertension, Hyperlipidemia, Congestive heart failure, Stroke/Transient ischemic attack, Obesity, Asthma/COPD, Cancer, Liver Disease, Chronic Kidney Disease, Depression, Dementia, Acute Stress, Days hospitalized, Number of Hospitalizations, Number of Office visits, ","Age, gender, duration of diabetes, baseline HbA1c levels, insulin regimen (type and dose), comorbid conditions, previous adherence to medication, socioeconomic status, education level, body mass index (BMI), smoking status, alcohol consumption, physical activity level, diabetes-related complications.","Age, Sex: Female, Male, Race (NIH/OMB), Insurance Type, Duration of Diabetes, Basal Insulin Use Duration, HbA1c Level, Number of Diabetes Medications, Adherence to Diabetes Medication (Baseline), Hypoglycemic Events, Hospitalizations","Age, Categorical, Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Type of Diabetes, Duration of Diabetes, Baseline HbA1c, Insulin Usage, Days of Physical Activity, Body Mass Index (BMI), Weight, Height","Age, Continuous, Sex: Female, Male, Insurance Type, Duration of Diabetes, Basal Insulin Use: Yes, No, Hemoglobin A1c, Medication Adherence Score, Number of Diabetes Medications,"
NCT01822925,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Body Mass Index (BMI), Height, Weight, ","Age, gender, duration of diabetes, type of diabetes (Type I or Type II), HbA1c level, duration of diabetic neuropathic pain, average pain score, BMI (Body Mass Index), presence of any other neuropathic pain, history of drug or alcohol abuse, history of malignant disease, presence of renal, hepatic, hematologic, active auto-immune or immune diseases, blood biochemistry analyte results, HIV/AIDS status, NYHA Class of congestive heart failure, pregnancy status, use of effective birth control method, diagnosis of psychiatric disorders, use of local anesthetic shot or systemic steroids, adherence to pharmacologic and non-pharmacologic pain management techniques","Age, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Type of Diabetes (Type I, Type II), Duration of Diabetes, HbA1c Level, Duration of Diabetic Neuropathy, Baseline Pain Score, BMI (Body Mass Index), Current Medications for Diabetic Neuropathy, Previous Treatments for Diabetic Neuropathy, Region of Enrollment","Age, Continuous, Sex: Female, Male, Race (NIH/OMB), BMI, Type of Diabetes (Type I, Type II), Duration of Diabetes, HbA1c, Duration of Diabetic Neuropathy, Baseline Pain Score, Likert NRS, Medication Use for Diabetic Neuropathy, Previous Treatments for Diabetic Neuropathy, Presence of other Diabetic Complications","Age, Continuous, Sex: Female, Male, Body mass index (BMI), Type of diabetes (Type I, Type II), Duration of diabetes, HbA1c, Duration of neuropathic pain, Pain score (NRS), Use of analgesics, Serum creatinine, eGFR (estimated Glomerular Filtration Rate), Neuropathy severity score"
NCT00328172,"Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Race/Ethnicity, Customized, Body Mass Index (BMI), Baseline glycosylated hemoglobin (HbA1c), Fasting blood plasma glucose (FPG), ","Age, gender, duration of Type 2 diabetes, baseline HbA1c level, BMI, fasting plasma glucose, previous antidiabetic medication use, renal function (serum creatinine), hepatic function (alanine aminotransferase, aspartate aminotransferase, alkaline phosphatase levels), cardiovascular disease history, central nervous system disease history, psychiatric disorder history, history of allergy/hypersensitivity, history of alcohol or drug abuse, reproductive status in pre-menopausal women","Age, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), BMI (Body Mass Index), Duration of Diabetes, Baseline HbA1c, Fasting Plasma Glucose, Previous Diabetes Medication Use, Renal Function (eGFR), Liver Function Tests (ALT, AST, ALP), Cardiovascular Disease History, Blood Pressure, Lipid Profile (Total Cholesterol, LDL, HDL, Triglycerides)","Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, BMI (Body Mass Index), Weight, Height, Type of Diabetes, Duration of Diabetes, Previous Diabetes Medication Use, HbA1c (Glycosylated Haemoglobin), Fasting Plasma Glucose, Blood Pressure systolic (BPs), Blood Pressure diastolic (BPd), Total Cholesterol, LDL Cholesterol, HDL Cholesterol, Triglycerides, Serum Creatinine, Liver Function Tests (ALT, AST, ALP), Urine Albumin-to-Creatinine Ratio, History of Cardiovascular Disease, Smoking Status","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Body mass index (BMI), Duration of Diabetes, Previous antidiabetic medication, Fasting plasma glucose, Glycosylated haemoglobin (HbA1c), Blood pressure systolic (BPs), Blood pressure diastolic (BPd), Total cholesterol, LDL cholesterol, HDL cholesterol, Triglycerides, Serum creatinine, Liver function tests (AST, ALT, ALP), Urine albumin-to-creatinine ratio, History of cardiovascular disease, Smoking status"
NCT02863445,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Nulligravid, BMI, Weight (lbs), ","Age, BMI, weight, height, regularity of menstrual cycle, baseline progesterone level, liver function tests, renal function tests, smoking status, current medications, history of metabolic disorders, history of hormonal contraception use within the last 8 weeks, involvement in weight loss programs","Age, Continuous, Sex: Female, Ethnicity (NIH/OMB), Region of Enrollment, Body weight, Height, Body mass index (BMI), Waist circumference, Menstrual cycle regularity, Progesterone level, Smoking status, Alcohol consumption, Physical activity level, Dietary habits, Previous use of emergency contraception, Previous use of hormonal contraception, Liver function tests, Renal function tests, Thyroid function tests, Blood pressure, Pulse rate, History of metabolic disorders, History of Polycystic Ovarian Syndrome (PCOS), Pregnancy test results","Age, Continuous, Sex: Female, Race (NIH/OMB), BMI, Weight, Height, Waist circumference, Hip circumference, Waist-to-hip ratio, Menstrual cycle regularity, Last menstrual period, Progesterone level, Smoking status, Alcohol consumption, Physical activity level, Medical history, Medication use, Contraceptive history, Pregnancy history, Breastfeeding status","Age, Continuous, Sex: Female, Race (NIH/OMB), BMI, Weight, Height, Waist circumference, Hip circumference, Waist-to-hip ratio, Menstrual cycle regularity, Baseline progesterone level, Smoking status, Alcohol consumption, Physical activity level, Medical history, Medication use, Pregnancy history, Contraceptive history,"
NCT01222767,"Age, Categorical, Age, Continuous, Sex: Female, Male, Race and Ethnicity Not Collected, Region of Enrollment, ECOG PS, Tumor diagnosis, Primary location at diagnosis, Metastatic disease, Time from diagnosis to first infusion, Time from last disease progression to first infusion, Sites of disease at diagnosis, Prior radiotherapy, Prior Antitumor surgery (palliative or curative), Prior Systemic anticancer therapy, ","Age, sex, ECOG performance status score, histological subtype of EFT, number of prior chemotherapy regimens, presence of metastatic disease, location of primary tumor, measurable lesion status, radiographic documentation of disease progression, absolute neutrophil count, platelet count, hemoglobin level, creatinine clearance, total bilirubin, alanine aminotransferase level, aspartate aminotransferase level, alkaline phosphatase level, albumin level, left ventricular ejection fraction, serum pregnancy test result (for women of childbearing potential), method of contraception","Age, Sex: Female, Male, ECOG Performance Status, Disease Type (Ewing's Sarcoma, Primitive Neuroectodermal Tumor, Askin's Tumor, Extraosseous Ewing's Sarcoma), Number of Prior Chemotherapy Regimens, Time Since Last Treatment, Measurable Lesion Presence, Hemoglobin Level, Absolute Neutrophil Count, Platelet Count, Creatinine Clearance, Total Bilirubin, Alanine Aminotransferase (ALT), Aspartate Aminotransferase (AST), Alkaline Phosphatase, Albumin Level, Left Ventricular Ejection Fraction","Age, Continuous, Sex: Female, Male, ECOG Performance Status, Prior Chemotherapy Regimens, Tumor Type (Ewing's Sarcoma, PNET, Askin's Tumor, EOE), Disease Stage, Measurable Lesion Presence, Hemoglobin Level, Absolute Neutrophil Count, Platelet Count, Creatinine Clearance, Total Bilirubin, ALT, AST, Alkaline Phosphatase, Albumin, Left Ventricular Ejection Fraction, Time Since Last Treatment","Age, Sex: Female, Male, ECOG Performance Status, Tumor Type (Ewing's Sarcoma, PNET, Askin's Tumor, EOE), Prior Chemotherapy Regimens, Measurable Lesion Presence, Hemoglobin Level, Absolute Neutrophil Count, Platelet Count, Creatinine Clearance, Total Bilirubin, ALT, AST, Alkaline Phosphatase, Albumin, Left Ventricular Ejection Fraction"
NCT00266695,"Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Diabetes Type, Duration of Diabetes, Body Mass Index, Number of Diabetic Retinopathy (DR) Study Eyes Per Participant, Visual Acuity (VA) Score, Blood Pressure, ","Age, gender, duration of diabetes, baseline HbA1c levels, baseline blood pressure, history of cardiovascular disease, baseline visual acuity, presence of macular edema, previous treatments for diabetic retinopathy, renal function tests, lipid profile, body mass index (BMI)","Age, Sex: Female, Male, Duration since completion of B7A-MC-MBCM study, Visual acuity, Diabetic retinopathy severity level, Glycated hemoglobin (HbA1C), Blood pressure, Body Mass Index (BMI), Duration of diabetes, Previous treatments for diabetic retinopathy","Age, Continuous, Sex: Female, Male, Duration of diabetes, Prior ruboxistaurin treatment, Visual acuity score, Stage of diabetic retinopathy, HbA1C, Blood pressure, Body Mass Index (BMI),","Age, Continuous, Sex: Female, Male, Duration since completion of B7A-MC-MBCM study, Visual acuity, History of diabetic retinopathy treatment, Stage of diabetic retinopathy, HbA1C, Blood pressure, Body Mass Index (BMI),"
